Helység,Törzskörméret (cm),Megye,GPS adat,Mérés éve,Faj,"Megjegyzés, újabb mérés, nyomravezető",lat,lon
Ivánc,529,Vas,"46,56,45-16,30,24",2015,közönséges bükk,Szél Győző,46.945833,16.506667
Kőszeg,528,Vas,"47,23,32-16,32,49",2019,közönséges bükk,"Szél Győző, Sólyom Attila",47.392222,16.546944
Porva,528,Veszprém,"47,17,38-17,47,48",2023,közönséges bükk,Jandala Attila,47.293889,17.796667
Ajka,528,Veszprém,"47,04,50-17,34,13",2013,közönséges bükk,Gyurman Csaba,47.080556,17.570278
Budapest,525,Pest,"47,30,06-18,57,42",2013,közönséges bükk,"Szél Győző; 2025: még áll, de nem él (Bárány Tamás)",47.501667,18.961667
Tardos,525,Komárom-Esztergom,"47,40,32-18,25,49",2013,közönséges bükk,Torma Zoltán; mellmagasságban kétfelé ágazik,47.675556,18.430278
Porva,524,Veszprém,"47,19,52-17,49,43",2013,közönséges bükk,Jandala Attila,47.331111,17.828611
Pénzesgyőr,522,Veszprém,"47,12,36-17,47,22",2009,közönséges bükk,,47.21,17.789444
Zalaszántó,520,Zala,"46,54,29-17,15,29",2017,közönséges bükk,"Torma Zoltán, Torma Zoltánné",46.908056,17.258056
Zselickisfalud,519,Somogy,"46,14,54-17,44,08",2006,közönséges bükk,"Detrich Miklós, Pintér Ottó; 2018: elpusztult (Balogh Béla)",46.248333,17.735556
Sáska,519,Veszprém,"46,58,19-17,29,56",2008,közönséges bükk,Baranyai László; 2020: elpusztult (Teket Attila),46.971944,17.498889
Gadány,519,Somogy,"46,30,12-17,23,23",2010,közönséges bükk,"Nemcsok Tamás, Kocsis László",46.503333,17.389722
Zselickisfalud,518,Somogy,"46,14,51-17,44,21",2020,közönséges bükk,Schmidt András,46.2475,17.739167
Garáb,518,Nógrád,"47,59,01-19,39,48",2023,közönséges bükk,"Zimányi László, Horváth Vera",47.983611,19.663333
Sáska,518,Veszprém,"46,58,16-17,29,58",2008,közönséges bükk,Baranyai László,46.971111,17.499444
Gyűrűfű,518,Baranya,"46,07,14-17,56,04",2009,közönséges bükk,Lukács Róbert; 2020: csak a csonkja van meg (Lukács Róbert),46.120556,17.934444
Pénzesgyőr,517,Veszprém,"47,15,19-17,47,13",2018,közönséges bükk,"Jandala Attila, Torma Zoltán, Torma Zoltánné; magasság: 21 m/2018",47.255278,17.786944
Tés,517,Veszprém,"47,13,35-17,59,55",2013,közönséges bükk,Jandala Attila,47.226389,17.998611
Ajka,517,Veszprém,"47,04,50-17,34,11",2013,közönséges bükk,Gyurman Csaba,47.080556,17.569722
Kisgyőr,516,Borsod-Abaúj-Zemplén,"48,02,34-20,37,22",2019,közönséges bükk,"Torma Zoltánné, Torma Zoltán",48.042778,20.622778
Börzsöny (Diósjenő),515,Nógrád,"47,56,59-18,57,48",2012,közönséges bükk,150 cm-en elágazó,47.949722,18.963333
Sáska,514,Veszprém,"46,58,56-17,29,58",2008,közönséges bükk,Baranyai László,46.982222,17.499444
Börzsöny (Diósjenő),514,Nógrád,"47,57,00-18,57,46",2012,közönséges bükk,,47.95,18.962778
Kislőd,513,Veszprém,"47,07,32-17,37,24",2019,közönséges bükk,Jandala Attila,47.125556,17.623333
Bükkszentkereszt,512,Borsod-Abaúj-Zemplén,"48,03,52-20,34,20",2007,közönséges bükk,sárga kereszt jelzésen; 526/2016,48.064444,20.572222
Borsodnádasd,512,Borsod-Abaúj-Zemplén,"48,05,43-20,13,41",2010,közönséges bükk,Csizmadia János; 517/2019,48.095278,20.228056
Herend,511,Veszprém,"47,09,28-17,46,42",2008,közönséges bükk,Baranyai László,47.157778,17.778333
Bükkszentkereszt,510,Borsod-Abaúj-Zemplén,"48,02,39-20,37,34*",2007,közönséges bükk,Kiss Antal és Miklós; 521/2016 - halott,48.044167,20.626111
Sopron,510,Győr-Moson-Sopron,"47,39,48-16,26,08",2009,közönséges bükk,Pósfai Mihály; 516/2016,47.663333,16.435556
Porva/Szépalmapuszta,510,Veszprém,"47,17,04-17,47,32",2013,közönséges bükk,"Khell Melinda, Németh Tamás; 528/2023",47.284444,17.792222
Sáska,509,Veszprém,"46,58,29-17,29,45",2008,közönséges bükk,Baranyai László; 2020: elpusztult (Teket Attila),46.974722,17.495833
Börzsöny (Diósjenő),509,Nógrád,"47,57,13-18,57,53",2012,közönséges bükk,Torma Zoltánné,47.953611,18.964722
Taliándörögd,508,Veszprém,"46,58,50-17,33,12",2014,közönséges bükk,Sólyom Attila,46.980556,17.553333
Pölöske,508,Zala,"46,44,03-16,52,22",2004,közönséges bükk,509/2007; a három főágból csak egy él,46.734167,16.872778
Sáska,507,Veszprém,"46,58,57-17,30,01",2008,közönséges bükk,Baranyai László,46.9825,17.500278
Csesznek,507,Veszprém,"47,19,19-17,52,59",2008,közönséges bükk,Gézaházán,47.321944,17.883056
Ajka,507,Veszprém,"47,04,54-17,34,09",2013,közönséges bükk,Gyurman Csaba,47.081667,17.569167
Csesznek,507,Veszprém,"47,19,56-17,52,58",2009,közönséges bükk,Baranyai László; Esterházy-bükk; 517/2013,47.332222,17.882778
Zalaszántó,505,Zala,"46,54,30-17,15,37",2017,közönséges bükk,"Torma Zoltán, Torma Zoltánné",46.908333,17.260278
Herend,505,Veszprém,"47,08,46-17,45,40",2008,közönséges bükk,Baranyai László,47.146111,17.761111
Balatoncsicsó/Hamuház,505,Veszprém,"46,56,13-17,38,56",2002,közönséges bükk,512/2007; 526/2010,46.936944,17.648889
Sajókaza,504,Borsod-Abaúj-Zemplén,"48,17,00-20,35,01",2013,közönséges bükk,"Torma Ágnes, Torma Zoltánné, Torma Zoltán; vérbükk; 2022: kidőlt",48.283333,20.583611
Telkibánya,504,Borsod-Abaúj-Zemplén,"48,29,03-21,21,01",2013,közönséges bükk,,48.484167,21.350278
Börzsöny (Diósjenő),504,Nógrád,"47,56,57-18,57,48",2012,közönséges bükk,,47.949167,18.963333
Miskolc,504,Borsod-Abaúj-Zemplén,"48,06,06-20,35,04",2009,közönséges bükk,Molnár Bence és Zoltán; 2022: egy ága még él,48.101667,20.584444
Zirc,503,Veszprém,"47,15,37-17,52,57",2004,közönséges bükk,521/2010,47.260278,17.8825
Olaszfalu,503,Veszprém,"47,13,47-17,56,11",2010,közönséges bükk,Jandala Attila,47.229722,17.936389
Úrkút,502,Veszprém,"47,04,50-17,37,59",2013,közönséges bükk,"Jandala Attila, Józsa Balázs, Sütő Krisztián",47.080556,17.633056
Lad,502,Somogy,"46,08,51-17,38,58",2009,közönséges bükk,"Lukács Róbert; 520/2014, 532/2017, 544/2023",46.1475,17.649444
Sáska,502,Veszprém,"46,57,14-17,29,50",2021,közönséges bükk,"Baranyai László, Karácsonyi Éva, Pósfai Mihály; magasság: 27 m/2021",46.953889,17.497222
Füzér,501,Borsod-Abaúj-Zemplén,"48,34,42-21,26,16",2019,közönséges bükk,"Torma Zoltánné, Torma Zoltán",48.578333,21.437778
Sáska,501,Veszprém,"46,58,19-17,30,01",2008,közönséges bükk,Baranyai László,46.971944,17.500278
Sáska,500,Veszprém,"46,58,41-17,29,50",2008,közönséges bükk,Baranyai László; 2020: elpusztult (Teket Attila),46.978056,17.497222
Sáska,500,Veszprém,"46,58,57-17,29,55",2008,közönséges bükk,Baranyai László,46.9825,17.498611
Bükkszentkereszt,500,Borsod-Abaúj-Zemplén,"48,02,25-20,37,27",2016,közönséges bükk,Kiss Antal és Miklós,48.040278,20.624167
Pusztamarót,500,Komárom-Esztergom,"47,41,12-18,31,16",2008,közönséges bükk,Argai Sándor,47.686667,18.521111
Vajdácska (Sátoraljaújhely),499,Borsod-Abaúj-Zemplén,"48,20,21-21,38,40",2007,közönséges bükk,"Molnár Bence és Zoltán, Long-erdőben, egyik Háromhonvéd-fa",48.339167,21.644444
Ugod,496,Veszprém,"47,16,55-17,41,13",2007,közönséges bükk,,47.281944,17.686944
Komló,495,Baranya,"46,11,36-18,16,46",2019,közönséges bükk,"Baráth Miklós, Baráth-Rigler Ármin; 2023-ban kidőlt (Baráth Miklós)",46.193333,18.279444
Sáska,495,Veszprém,"46,58,55-17,30,08",2008,közönséges bükk,Baranyai László; 2020: elpusztult (Teket Attila),46.981944,17.502222
Budapest,494,Pest,"47,30,37-18,57,40",2011,közönséges bükk,"Őry Gábor, Baranyai László; 2025: kidőlt (Bárány Tamás)",47.510278,18.961111
Börzsöny (Diósjenő),494,Nógrád,"47,56,58-18,57,46",2012,közönséges bükk,,47.949444,18.962778
Bükkszentkereszt,494,Borsod-Abaúj-Zemplén,"48,02,35-20,37,30",2016,közönséges bükk,Kiss Antal és Miklós,48.043056,20.625
Taliándörögd,492,Veszprém,"46,58,47-17,33,11",2014,közönséges bükk,Sólyom Attila,46.979722,17.553056
Ajka,492,Veszprém,"47,04,51-17,34,09",2013,közönséges bükk,Gyurman Csaba,47.080833,17.569167
Pénzesgyőr,491,Veszprém,"47,12,54-17,47,38",2009,közönséges bükk,515/2022,47.215,17.793889
Bucsuta,490,Zala,"46,35,07-16,50,33",2020,közönséges bükk,"Torma Zoltánné, Torma Zoltán",46.585278,16.8425
Püspökszentlászló,490,Baranya,"46,11,01-18,21,39",2011,közönséges bükk,MDT,46.183611,18.360833
Szentgál,490,Veszprém,"47,12,27-17,43,36",2015,közönséges bükk,"Baranyai László, Jandala Attila",47.2075,17.726667
Bükkszentkereszt,490,Borsod-Abaúj-Zemplén,"48,02,32-20,37,33",2016,közönséges bükk,Kiss Antal és Miklós,48.042222,20.625833
Gyöngyösoroszi,490,Heves,"47,52,31-19,50,20",2012,közönséges bükk,Zsíros Sándor,47.875278,19.838889
Szentgál,488,Veszprém,"47,04,35-17,45,20",2022,közönséges bükk,Józsa Balázs,47.076389,17.755556
Úrkút,488,Veszprém,"47,04,48-17,37,58",2013,közönséges bükk,"Jandala Attila, Józsa Balázs, Sütő Krisztián",47.08,17.632778
Sikonda,488,Baranya,"46,10,28-18,14,04",2008,közönséges bükk,Lukács Róbert,46.174444,18.234444
Sáska,487,Veszprém,"46,58,57-17,30,03",2008,közönséges bükk,Baranyai László; 2020: elpusztult (Teket Attila),46.9825,17.500833
Becsehely,487,Zala,"46,28,34-16,48,20",2013,közönséges bükk,Csóbor Ákos,46.476111,16.805556
Becsehely,485,Zala,"46,28,27-16,48,15",2013,közönséges bükk,Csóbor Ákos,46.474167,16.804167
Püspökszentlászló,485,Baranya,"46,10,58-18,21,36*",2005,közönséges bükk,"2011: elpusztult, csak a törzscsonk maradt.",46.182778,18.36
Salgótarján,485,Nógrád,"48,09,30-19,53,01*",2012,közönséges bükk,Jandala Attila,48.158333,19.883611
Bükkszentkereszt,485,Borsod-Abaúj-Zemplén,"48,02,36-20,37,21",2016,közönséges bükk,Kiss Antal és Miklós,48.043333,20.6225
Börzsöny (Diósjenő),484,Nógrád,"47,56,59-18,57,54",2012,közönséges bükk,,47.949722,18.965
Bükkszentkereszt,484,Borsod-Abaúj-Zemplén,"48,02,34-20,37,41",2016,közönséges bükk,Kiss Antal és Miklós,48.042778,20.628056
Rigyác,484,Zala,"46,29,06-16,51,41",2012,közönséges bükk,,46.485,16.861389
Gamás,484,Somogy,"46,38,39-17,46,51",2014,közönséges bükk,Sólyom Attila,46.644167,17.780833
Füzér,483,Borsod-Abaúj-Zemplén,"48,32,44-21,27,49",2018,közönséges bükk,"Szél Győző, Torma Zoltán, Torma Zoltánné, Torma Ágnes; magasság: 33 m/2018",48.545556,21.463611
Felsőmarác,482,Vas,"46,57,37-16,32,27",2007,közönséges bükk,,46.960278,16.540833
Tatabánya,480,Komárom-Esztergom,"47,30,50-18,28,21",2017,közönséges bükk,"Szél Győző, Papp Tibor, Torma Zoltánné, Torma Zoltán",47.513889,18.4725
Bélapátfalva,480,Heves,"48,02,16-20,21,12",2017,közönséges bükk,"Torma Zoltánné, Torma Zoltán; kettős törzsű, egyik oldalról alacsonyan elágazó",48.037778,20.353333
Bükkszentkereszt,480,Borsod-Abaúj-Zemplén,"48,02,29-20,37,21",2016,közönséges bükk,Kiss Antal és Miklós; 473/2007,48.041389,20.6225
Bükkszentkereszt,479,Borsod-Abaúj-Zemplén,"48,02,32-20,37,28",2016,közönséges bükk,Kiss Antal és Miklós,48.042222,20.624444
Pénzesgyőr,478,Veszprém,"47,12,44-17,47,40",2022,közönséges bükk,Teket Attila,47.212222,17.794444
Pénzesgyőr,478,Veszprém,"47,12,41-17,47,46",2022,közönséges bükk,Teket Attila,47.211389,17.796111
Ajka,478,Veszprém,"47,04,53-17,34,08",2013,közönséges bükk,Gyurman Csaba,47.081389,17.568889
Pénzesgyőr,477,Veszprém,"47,12,44-17,47,26",2006,közönséges bükk,Szabó Péter,47.212222,17.790556
Sikonda,477,Baranya,"46,10,28-18,13,46",2008,közönséges bükk,Lukács Róbert,46.174444,18.229444
Bükkszentkereszt,476,Borsod-Abaúj-Zemplén,"48,02,28-20,37,33",2016,közönséges bükk,Kiss Antal és Miklós,48.041111,20.625833
Sáska,476,Veszprém,"46,58,58-17,29,55",2008,közönséges bükk,Baranyai László,46.982778,17.498611
Szilvásvárad,476,Heves,"48,05,21-20,24,14",2004,közönséges bükk,,48.089167,20.403889
Sáska,476,Veszprém,"46,58,55-17,30,36",2008,közönséges bükk,Baranyai László,46.981944,17.51
Sáska,476,Veszprém,"46,58,54-17,30,02",2008,közönséges bükk,Baranyai László; 2020: elpusztult (Teket Attila),46.981667,17.500556
Zalaszántó,476,Zala,"46,54,29-17,15,31",2004,közönséges bükk,Fodor Péter 2016: kidőlt,46.908056,17.258611
Eszteregnye,476,Zala,"46,29,16-16,52,49",2010,közönséges bükk,Csóbor Ákos; kidőlt 2011-2017 között (Nagy Dániel),46.487778,16.880278
Pénzesgyőr,475,Veszprém,"47,12,34-17,47,23",2009,közönséges bükk,Baranyai László,47.209444,17.789722
Füzér,475,Borsod-Abaúj-Zemplén,"48,34,38-21,26,16",2018,közönséges bükk,"Torma Zoltán, Torma Zoltánné, Torma Ágnes",48.577222,21.437778
Ajka,474,Veszprém,"47,04,57-17,34,13",2013,közönséges bükk,Gyurman Csaba,47.0825,17.570278
Hárskút,474,Veszprém,"47,11,52-17,46,01",2022,közönséges bükk,Teket Attila,47.197778,17.766944
Parádsasvár,474,Heves,"47,55,17-19,56,09",2012,közönséges bükk,"Baranyai László, Szél Győző; romos, Rudolf-tanya felé; 483/2014, 470/2025",47.921389,19.935833
Gyöngyös,474,Heves,"47,52,18-20,00,17",2025,közönséges bükk,"Baranyai László, Szél Győző; Kékestetőn 970 m magasságban",47.871667,20.004722
Püspökszentlászló,473,Baranya,"46,11,02-18,21,48",2011,közönséges bükk,MDT,46.183889,18.363333
Hárskút/Ráktanya,473,Veszprém,"47,12,18-17,45,40",2004,közönséges bükk,,47.205,17.761111
Farkasgyepű,473,Veszprém,"47,11,43-17,38,25",2023,közönséges bükk,Teket Attila,47.195278,17.640278
Pénzesgyőr,473,Veszprém,"47,12,51-17,47,18",2009,közönséges bükk,510/2022,47.214167,17.788333
Szentpéterúr,473,Zala,"46,44,13-17,03,2",2024,közönséges bükk,Nagy Dániel (Őrségi NP),46.736944,17.050556
Salgótarján,473,Nógrád,"48,04,58-19,50,20*",2012,közönséges bükk,Jandala Attila,48.082778,19.838889
Lókút,472,Veszprém,"47,12,29-17,52,34",2010,közönséges bükk,Baranyai László,47.208056,17.876111
Pölöske,472,Zala,"46,41,54-16,54,51",2004,közönséges bükk,,46.698333,16.914167
Abaliget,472,Baranya,"46,08,08-18,07,16",2017,közönséges bükk,"Madarász Erik, Elblinger Ferenc; összenőtt törzsek, mind együtt 602 cm",46.135556,18.121111
Füzér,472,Borsod-Abaúj-Zemplén,"48,34,41-21,26,18",2019,közönséges bükk,"Torma Zoltánné, Torma Zoltán",48.578056,21.438333
Úrkút,472,Veszprém,"47,04,45-17,38,10",2013,közönséges bükk,"Jandala Attila, Józsa Balázs, Sütő Krisztián; 528/2025",47.079167,17.636111
Pénzesgyőr,471,Veszprém,"47,12,26-17,47,41",2022,közönséges bükk,Teket Attila,47.207222,17.794722
Csurgónagymarton,471,Somogy,"46,17,55-17,05,37",2008,közönséges bükk,"Detrich Miklós, Papp József; 2018-ban már nincsen meg",46.298611,17.093611
Olaszfalu,471,Veszprém,"47,13,59-17,54,40",2010,közönséges bükk,Jandala Attila,47.233056,17.911111
Herend,471,Veszprém,"47,09,29-17,46,45",2008,közönséges bükk,Baranyai László,47.158056,17.779167
Bükkszentkereszt,470,Borsod-Abaúj-Zemplén,"48,02,40-20,37,21",2016,közönséges bükk,Kiss Antal és Miklós; 449/2007,48.044444,20.6225
Herend,470,Veszprém,"47,09,30-17,46,45",2008,közönséges bükk,Baranyai László,47.158333,17.779167
Ajka,470,Veszprém,"47,04,52-17,34,12",2013,közönséges bükk,Gyurman Csaba,47.081111,17.57
Pénzesgyőr,470,Veszprém,"47,12,47-17,47,23",2009,közönséges bükk,Baranyai László,47.213056,17.789722
Somogyviszló,469,Baranya,"46,07,44-17,46,37",2009,közönséges bükk,Lukács Róbert,46.128889,17.776944
Pénzesgyőr,468,Veszprém,"47,12,49-17,47,19",2022,közönséges bükk,Teket Attila,47.213611,17.788611
Sáska,468,Veszprém,"46,58,38-17,29,54",2008,közönséges bükk,Baranyai László; 2020: elpusztult (Teket Attila),46.977222,17.498333
Hárskút,468,Veszprém,"47,11,10-17,46,21",2008,közönséges bükk,Baranyai László,47.186111,17.7725
Hárskút**,468,Veszprém,"47,11,56-17,48,26",2010,közönséges bükk,Baranyai László,47.198889,17.807222
Püspökszentlászló,468,Baranya,"46,11,00-18,21,35",2011,közönséges bükk,MDT,46.183333,18.359722
Úrkút,468,Veszprém,"47,04,42-17,37,54",2013,közönséges bükk,Sütő Krisztián,47.078333,17.631667
Bánkút (Miskolc),467,Borsod-Abaúj-Zemplén,"48,04,59-20,29,37",2009,közönséges bükk,,48.083056,20.493611
Ivánc,467,Vas,"46,56,51-16,30,14",2021,közönséges bükk,,46.9475,16.503889
Bakonyszentkirály,466,Veszprém,"47,21,45-17,49,41",2021,közönséges bükk,"Elblinger Ferenc, Torma Zoltánné, Torma Zoltán, Jandala Attila",47.3625,17.828056
Budapest,466,Pest,"47,31,21-18,57,18",2013,közönséges bükk,Szél Győző,47.5225,18.955
Olaszfalu,466,Veszprém,"47,13,42-17,56,16",2010,közönséges bükk,Jandala Attila,47.228333,17.937778
Sáska,465,Veszprém,"46,58,25-17,29,40",2008,közönséges bükk,Baranyai László,46.973611,17.494444
Váralja,465,Tolna,"46,14,45-18,25,04",2012,közönséges bükk,486/2015; 481/2019; 494/2025,46.245833,18.417778
Herend,465,Veszprém,"47,08,59-17,45,59",2008,közönséges bükk,Baranyai László,47.149722,17.766389
Püspökszentlászló,465,Baranya,"46,11,01-18,21,40",2011,közönséges bükk,MDT,46.183611,18.361111
Ajka,464,Veszprém,"47,05,02-17,34,16",2013,közönséges bükk,Gyurman Csaba,47.083889,17.571111
Galyatető,464,Heves,"47,54,57-19,54,03",2014,közönséges bükk,"Torma Zoltán, Torma Zoltánné",47.915833,19.900833
Salgótarján,464,Nógrád,"48,08,14-19,53,13",2012,közönséges bükk,SDT,48.137222,19.886944
Zirc/Akli,464,Veszprém,"47,14,08-17,49,26",2013,közönséges bükk,Jandala Attila,47.235556,17.823889
Szentgál**,463,Veszprém,"47,10,57-17,43,21",2023,közönséges bükk,Teket Attila,47.1825,17.7225
Ajka,463,Veszprém,"47,05,22-17,36,31",2019,közönséges bükk,Józsa Balázs,47.089444,17.608611
Hárskút,463,Veszprém,"47,12,30-17,46,11",2022,közönséges bükk,Teket Attila,47.208333,17.769722
Ajka,462,Veszprém,"47,04,57-17,34,14",2013,közönséges bükk,Gyurman Csaba,47.0825,17.570556
Bükkszentkereszt,462,Borsod-Abaúj-Zemplén,"48,02,27-20,37,24",2016,közönséges bükk,Kiss Antal és Miklós,48.040833,20.623333
Bükkszentkereszt,462,Borsod-Abaúj-Zemplén,"48,02,37-20,37,20",2016,közönséges bükk,Kiss Antal és Miklós,48.043611,20.622222
Kab-hegy,462,Veszprém,"47,02,48-17,40,54",2006,közönséges bükk,Sonnevend Imre,47.046667,17.681667
Úrkút,462,Veszprém,"47,04,48-17,37,52",2013,közönséges bükk,Sütő Krisztián,47.08,17.631111
Nagybörzsöny,462,Nógrád,"47,55,14-18,51,29",2016,közönséges bükk,Szél Győző,47.920556,18.858056
Orosztony,462,Zala,"46,36,06-17,04,07",2012,közönséges bükk,"Vissi Géza, Baranyai László; 2023: kidőlve",46.601667,17.068611
Cserénfa,461,Somogy,"46,18,40-17,52,09",2019,közönséges bükk,"Balogh Béla, Schmidt András",46.311111,17.869167
Gadány,461,Somogy,"46,30,12-17,23,25",2010,közönséges bükk,"Nemcsok Tamás, Kocsis László",46.503333,17.390278
Acsád,460,Vas,"47,19,23-16,43,58",2006,közönséges bükk,"480/2010, 482/2014",47.323056,16.732778
Németbánya,460,Veszprém,"47,12,30-17,38,43",2023,közönséges bükk,Teket Attila,47.208333,17.645278
Tardos,460,Komárom-Esztergom,"47,39,15-18,25,23",2013,közönséges bükk,Baranyai László,47.654167,18.423056
Pénzesgyőr,460,Veszprém,"47,12,51-17,47,17",2009,közönséges bükk,495/2022,47.214167,17.788056
Hárskút,460,Veszprém,"47,12,05-17,46,43",2022,közönséges bükk,Teket Attila,47.201389,17.778611
Borsodnádasd,460,Borsod-Abaúj-Zemplén,"48,05,40-20,13,49",2010,közönséges bükk,Csizmadia János; 483/2019; magasság: 35 m/2019,48.094444,20.230278
Szentgál,460,Veszprém,"47,12,18-17,43,37",2015,közönséges bükk,"Baranyai László, Torma Zoltán",47.205,17.726944
Sáska,459,Veszprém,"46,58,41-17,29,53",2008,közönséges bükk,Baranyai László; 2020: elpusztult (Teket Attila),46.978056,17.498056
Borsodnádasd,459,Borsod-Abaúj-Zemplén,"48,05,39-20,13,53",2019,közönséges bükk,"Boza Donát, Torma Zoltán",48.094167,20.231389
Bükkszentkereszt,458,Borsod-Abaúj-Zemplén,"48,02,40-20,37,11",2016,közönséges bükk,Kiss Antal és Miklós; 462/2007 - kitörött egy rész 2016-ra,48.044444,20.619722
Szentgál,458,Veszprém,"47,11,47-17,43,29",2023,közönséges bükk,Teket Attila,47.196389,17.724722
Hárskút,458,Veszprém,"47,11,52-17,46,01",2022,közönséges bükk,Teket Attila,47.197778,17.766944
Bükkszentkereszt,458,Borsod-Abaúj-Zemplén,"48,02,33-20,37,26",2016,közönséges bükk,Kiss Antal és Miklós,48.0425,20.623889
Salgótarján,457,Nógrád,"48,09,14-19,53,25",2012,közönséges bükk,Jandala Attila,48.153889,19.890278
Úrkút,457,Veszprém,"47,04,11-17,37,53",2013,közönséges bükk,"Jandala Attila, Józsa Balázs, Sütő Krisztián",47.069722,17.631389
Ajka,456,Veszprém,"47,05,00-17,34,16",2013,közönséges bükk,Gyurman Csaba,47.083333,17.571111
Salgótarján,456,Nógrád,"48,08,41-19,51,01",2013,közönséges bükk,,48.144722,19.850278
Hárskút,456,Veszprém,"47,11,33-17,48,29",2010,közönséges bükk,Baranyai László,47.1925,17.808056
